id,long,lat,time,user_id,label,text
519251425692749824,8.501098,47.419961,2014-10-06 22:22:41,2343108899,B,#EMABiggestFansJustinBieber http://t.co/CnB2bzlaL1
519251446773317632,-9.154445,38.708795,2014-10-06 22:22:46,445065730,E,Ebola será que és real ?
519251477572120576,-49.215557,-25.507377,2014-10-06 22:22:54,2305288819,B,RENAN VADIO EU TE AMO MUITO #EMABiggestFansJustinBieber
519251531078463489,-79.228678,37.207707,2014-10-06 22:23:06,1173176328,E,"""@Cloud_9_life: I'm never anyone's MCM....it's all good though... hope y'all hoes catch Ebola"" 😂😂😂"
519251550737551360,-3.462249,40.446028,2014-10-06 22:23:11,618609808,E,La Organización Mundial de la Salud advierte: Ana Mato es muy perjudicial para la salud. #AnaMatoDimision #Ebola #EbolaEnEspana
519251600129667073,-79.848503,36.654211,2014-10-06 22:23:23,284802260,E,“@EB0L4: When someone with Ebola comes near you😭😭 http://t.co/i1OY2ugsgN”
519251620711133184,-58.781279,-34.612704,2014-10-06 22:23:28,2743246025,B,#EMABiggestFansJustinBieber
519251627002580992,-47.492293,-4.954032,2014-10-06 22:23:29,1667967752,B,@isntbiebergod adoro um perigo #EMABiggestFansJustinBieber
519251658875105280,-83.683472,43.020032,2014-10-06 22:23:37,1880914003,E,"If ur hand is bigger than ur head then u have Ebola 

Rip"
519251680215711744,-3.786289,40.460614,2014-10-06 22:23:42,265363106,E,Qué irresponsabilidad. Como un país bananero. Escandalizada por la poca prevención en caso #EbolaEnEspana http://t.co/VzXOZF24hS
519251685244698624,-112.447108,43.21905,2014-10-06 22:23:43,910667527,B,@Joannaa_Bieber LOL at you.
519251711722926080,-122.290598,47.237017,2014-10-06 22:23:49,118937902,E,Harborview is pretty much asking for us to get Ebola.
519251711777468417,-117.158898,33.134167,2014-10-06 22:23:49,147245587,E,You were my Ebola! 💉
519251728328192000,8.501046,47.419914,2014-10-06 22:23:53,2343108899,B,#EMABiggestFansJustinBieber http://t.co/IhoxDLg1V7
519251744401137664,-42.297483,-16.173874,2014-10-06 22:23:57,2279636816,B,"@liamataque a quenga, eu n tenho muay só o Tay msm #EMABiggestFansJustinBieber"
519251750638063616,-43.260354,-22.863271,2014-10-06 22:23:59,248373029,B,@hitsdrauhl sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519251750688411648,-58.781225,-34.612722,2014-10-06 22:23:59,2743246025,B,#EMABiggestFansJustinBieber  lolololololo love me
519251751648911360,-16.316844,28.484081,2014-10-06 22:23:59,268236838,E,Al final las repatriaciones no fueron tan divinas #Ebola
519251785027158017,8.501149,47.419961,2014-10-06 22:24:07,2343108899,B,#EMABiggestFansJustinBieber http://t.co/CLoJmFOTjq
519251828501131264,-43.260485,-22.863342,2014-10-06 22:24:17,248373029,B,@heartbreakerzap sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519251841067286528,-3.303957,51.394176,2014-10-06 22:24:20,487384442,E,"“@peanut_rufc: #EbolaFootballChants No one likes us, No one likes us, We are Ebola, Super Ebola, We are Ebola, From Africa.”"
519251848684134401,-122.504557,47.634729,2014-10-06 22:24:22,1231491715,E,Ebola
519251856405839872,-77.452713,37.586557,2014-10-06 22:24:24,259762350,E,"""@latimes: Texas Ebola patient still critical, now receiving experimental drug http://t.co/m0ybiR3tB1"" @w_a_miller"
519251877674749952,112.461253,-7.43588,2014-10-06 22:24:29,533871830,B,"wkwk""@justinavonstar: This fandom is normal #EMABiggestFansJustinBieber http://t.co/uQwyx1l0ef"""
519251924928188418,-74.174101,40.926626,2014-10-06 22:24:40,2147891877,E,"Timeline

Ebola
Ebola
Ebola
Ebola
Ebola
Relationship Goals
More Ebola
Random hoe
Ebola 
Ebola
R.i.p
I love you
I miss you"
519251933136424960,-46.981085,-23.180737,2014-10-06 22:24:42,2197034092,B,"Vou fazer um grupo de BELIEBERS, no wpp quem quiser entrar deixa o numero e nome por dm ou por aqui #Beliebers #EMABiggestFansJustinBieber 💜"
519251976581046273,-75.452699,40.122634,2014-10-06 22:24:53,257682012,E,Gonna change my street name to Ebola. No niggas gonna want to fuck with me.
519251983228608512,-86.057637,39.988013,2014-10-06 22:24:54,53567779,E,Pretty sure #CDC said this cant happen- HC wrkr diagnosd w Ebola @ Madrid hospital in 1st transmission outside Africa http://t.co/44YS6EygBb
519251991751819264,-43.260418,-22.863419,2014-10-06 22:24:56,248373029,B,@sqslovatic_ sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519251995228913666,-86.283939,12.142652,2014-10-06 22:24:57,71303190,E,Ebola en España ?? El gran poder !!
519252005907619840,-0.055724,38.600182,2014-10-06 22:25:00,342637487,E,Estoy del Ebola hasta los cojones.
519252007644053504,-3.811996,40.345658,2014-10-06 22:25:00,375241289,E,Eurovegas El Botellazo El Alcoroconazo del Madrid y el primer caso de Ebola en Europa...... Que internacionales somos  que orgullo #IroniaOn
519252008264822784,-1.651154,55.179415,2014-10-06 22:25:00,349711008,E,Ebola will definitely win La Liga
519252046013530113,-3.739944,40.390994,2014-10-06 22:25:09,63556026,E,En que momento decís que introdujo Zapatero el #EbolaEnEspaña? #AnaMatoDimisión
519252073377173504,-60.653719,-32.987571,2014-10-06 22:25:16,277233133,B,Sos hermoso loco #EMABiggestFansJustinBieber http://t.co/ApBZBUg7gK
519252080297795584,-94.915844,29.854896,2014-10-06 22:25:17,276199250,E,“@Hageo90: Oomf got Ebola! http://t.co/P1mjariaSc” acid nigga lmao
519252091559112705,-3.69856,40.419707,2014-10-06 22:25:20,186478529,E,"Nurse in Spain tests positive for Ebola: MADRID, Spain � A Spanish Health Ministry official says a nurse who… http://t.co/OwoHIgu9ly"
519252097448296450,2.171517,41.400584,2014-10-06 22:25:21,1040798978,E,Q no pierdan tiempo justificando los protocolos usados contra el Ebola:Esta claro q han fallado.Busquen soluciones. Protejan a la población.
519252100065157121,-3.69856,40.419707,2014-10-06 22:25:22,186478529,E,Spanish nurse tests positive for Ebola after treating patient in Spain: In what is the first reported incident of… http://t.co/DTUJKZ61Pm
519252135746490368,-2.898932,43.263563,2014-10-06 22:25:31,370332981,E,Se traslado a los dos misioneros a España porque no había posibilidad de contagio dijo la ministra Ana Mato.  #EbolaEnEspana
519252173788831744,-43.260474,-22.863463,2014-10-06 22:25:40,248373029,B,@cyrusaputa sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519252225106120704,-98.387081,29.378125,2014-10-06 22:25:52,197560701,E,"""@RealRaymondJ: When Ebola in your hood but you still wanna get fresh for school.. http://t.co/DjdWHQRU21"""
519252229770203136,-3.705845,40.382697,2014-10-06 22:25:53,1089401646,E,"Flipando con lo de el ebola, no me hacen ni puta gracia los tuits de mofa o chistes... Dejaos de tonterías #EbolaEnEspana"
519252233842872320,-84.316387,34.0213,2014-10-06 22:25:54,493464361,E,I'm bored of these Ebola jokes.. just stupid
519252239446061058,-115.572981,32.779108,2014-10-06 22:25:55,2339328481,E,"""@FightCIubs: My nigga on the right was training to fight off Ebola https://t.co/CXNa7FDW3b"" @c_NATISTA"
519252246895534080,-42.297482,-16.173877,2014-10-06 22:25:57,2279636816,B,@liamataque n só Tay msm #EMABiggestFansJustinBieber
519252250552979457,-3.13092,55.947199,2014-10-06 22:25:58,2163257862,E,"""@callumccfc18: It kills who it wants it kills who it wants Ebola it kills who it wants #EbolaFootballChants"" absolute belter that"
519252255904890881,-3.699556,40.41447,2014-10-06 22:25:59,311691049,E,Viendo como trata este país el #Ebola lo más seguro es meterse en la casa de #granhermano @RUBENBEJARANO #AnaMatoMata
519252255930077184,-0.53,38.986928,2014-10-06 22:25:59,155105025,E,Fragment de la informació preventiva a treb. Urgències contra risc contagi #Ebola @enricmorera http://t.co/DiIQ23fb1Q
519252264973004800,0.531566,51.259951,2014-10-06 22:26:01,331759968,E,The Original Ebola http://t.co/eqANSu2Xrz
519252290998640641,-42.297482,-16.173877,2014-10-06 22:26:08,2279636816,B,@myyloveswift ta sim #EMABiggestFansJustinBieber
519252294169526272,-1.188389,52.632357,2014-10-06 22:26:08,1209602648,E,Ebola set to arrive in the UK in 3 weeks. New CoD in 4 weeks. Perfect time for an excuse to not leave the bedroom.
519252297545572352,-122.797224,38.519095,2014-10-06 22:26:09,91018480,E,Me siento orgulloso de ser español. Por fin somos primeros en algo 😍😍😍 #AnaMatoDimision #Ébola #EbolaEnEspaña
519252299743772672,-3.205408,38.246031,2014-10-06 22:26:10,525761931,E,Un tema tan serio y tan fuerte como un contagio de Ebola en España es una evidencia clara de que los recortes en sanidad matan #MatoDimision
519252303254388737,-43.26049,-22.863455,2014-10-06 22:26:10,248373029,B,@MattGostosoo sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519252312821596160,-83.802197,35.90094,2014-10-06 22:26:13,1847964697,E,Tired of people talking about Ebola
519252326226616321,6.43517,60.638999,2014-10-06 22:26:16,431705595,E,Enhorabuena a Ana Mato y al @PPopular por extender la #MarcaEspana por todo el mundo #EbolaEnEspana
519252362972893184,-0.958107,37.6225,2014-10-06 22:26:25,294329174,E,Enhorabuena a todos los españoles‚somos el primer país en el que se contagia Ebola fuera de Africa‚ siempre a la vanguardia #MarcaEspaña
519252371789328384,-2.956418,53.470799,2014-10-06 22:26:27,397386581,E,Want a Ebola soup no fucking way Hahahahaha 😂😂
519252372095528960,-43.26049,-22.863455,2014-10-06 22:26:27,248373029,B,@mofacult sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519252395709435904,-100.237696,25.713021,2014-10-06 22:26:33,488108298,E,Pega esto y como por arte de magia jamás te tocará el Ebola. http://t.co/ox4MzTTAxg
519252405301833729,-95.832077,39.506269,2014-10-06 22:26:35,2740421385,E,I'm tired of the CDC and Tom Frieden lying to us about #Ebola.  Don't piss down my back and tell me it's raining.
519252412310499329,-95.646564,29.976237,2014-10-06 22:26:37,2461908163,E,@ConnerFiedler @Ethanrebhun @BSustala um not even. I just wanted to let cypress know where the Ebola came from...
519252421688565760,106.815225,-6.364482,2014-10-06 22:26:39,316478185,E,Kayaknya Ebola di Indonesia belum terlalu hitz yak. *tpi jdi ikutan cemas*
519252424608190465,-8.80079,51.970828,2014-10-06 22:26:39,543839136,E,“@DoltYourseIf: RT to save a life http://t.co/6Dq9JASv97” I'm not even joking but I honestly think I have Ebola like the first one is me rn
519252426067820546,-2.289111,53.599867,2014-10-06 22:26:40,1120531844,E,"Why are people making jokes about ebola!? You wouldn't make jokes about cancer, so why Ebola?"
519252432568987648,-80.038844,40.58561,2014-10-06 22:26:41,429486778,E,#NickyCHasEbola
519252446472708097,-86.22035,41.635747,2014-10-06 22:26:45,492671682,E,“@HitsABlunt: Ebola got CNN in his DM's 😂😭😭💀 http://t.co/VwNuwgcLd9” LMAO
519252511853928448,7.51548,7.85873,2014-10-06 22:27:00,226081934,E,US developing Ebola airport checks http://t.co/Clo31q3f06
519252542690459648,-3.706005,40.382858,2014-10-06 22:27:08,1089401646,E,"Flipando con lo de el ebola, no me hacen ni puta gracia los tuits de mofa o chistes... Dejaos de tonterías #EbolaEnEspana #Telemadrid"
519252570100236288,-71.104362,41.63737,2014-10-06 22:27:14,433880305,E,@cfigggy  it's working cause I'm Ebola negative
519252591889629185,-82.489008,27.876535,2014-10-06 22:27:19,166029103,E,Google history: cool Ebola tattoos
519252601389715456,-1.516362,55.113568,2014-10-06 22:27:22,232892558,E,"I thought ""Ebola"" was a person😁"
519252648344948736,-0.175792,51.523144,2014-10-06 22:27:33,307812418,E,Yo soy crítico con el PP por tener horchata en las venas y ser unos vendidos. Pero de ahí a que tengan la culpa hasta del Ebola...
519252661905158145,-72.493095,42.366367,2014-10-06 22:27:36,270138905,E,Oh shit... I have Ebola
519252682817949696,-45.250734,-21.688956,2014-10-06 22:27:41,2731366474,B,"To assistindo chaves kk 

#SegundaQTristezaSDVcomValentino
#EMABiggestFansJustinBieber
#MPN #Beliebers"
519252710239903744,149.068423,-35.387443,2014-10-06 22:27:48,744526795,E,@EbolaTookMyMum @jessadlam_ oh thanks first time anyone say it
519252728472948736,-8.636336,40.784829,2014-10-06 22:27:52,2269084368,E,"""@Sexualgif: when ya girl has Ebola http://t.co/yND8l5KccN"" não consigo parar de rir 😂 🆘"
519252734386896896,-3.94278,40.538715,2014-10-06 22:27:53,377303058,E,"Lo gracioso de todo esto, que en dos días cuando pase otra movida por la que llorar os habréis olvidado del Ebola, así funciona este país."
519252775931498500,7.51548,7.85873,2014-10-06 22:28:03,226081934,E,Here Are The People On The Front Lines Of The Ebola Crisis http://t.co/o7wWwTeJbZ
519252780532264960,-97.000759,32.666667,2014-10-06 22:28:04,47504419,E,Maaan ignorance.  Smh “@clarkent_swag Yall really find this Ebola shit funny huh”
519252807799803904,-75.256105,39.950596,2014-10-06 22:28:11,357060268,E,“@EB0L4: When someone with Ebola comes near you😭😭 http://t.co/kN7QIdZ62n” if that mf came running towards me i would freak tf out!
519252829832486912,-43.260398,-22.86332,2014-10-06 22:28:16,248373029,B,@LickMeHazz sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519252833351512064,7.51548,7.85873,2014-10-06 22:28:17,226081934,E,VIDEO: Where Ebola kills day after day http://t.co/j080RucYrh
519252835700334592,-7.971211,12.576321,2014-10-06 22:28:17,2744550575,E,@LittlegatePubli pouqu'oi Ebola ne tue pas  les blancs?
519252864926244865,-47.491688,-4.953059,2014-10-06 22:28:24,1667967752,B,justin não é um crush pq ele é o amor da minha vida mesmo #EMABiggestFansJustinBieber
519252885243437057,-94.594144,39.23908,2014-10-06 22:28:29,504573587,E,"""@TheDouch3: The US government worrying about Ebola but Gucci Mane still locked up we need to start worrying about the real issues"" lol"
519252896836485120,-61.092674,14.623403,2014-10-06 22:28:32,1310992999,E,Ebola challenge pr tout le monde ❤️
519252917191061504,-3.649503,40.423253,2014-10-06 22:28:37,143918056,E,"No se a donde va a llegar este país;tasas altas por estudiar,Ebola,políticos que cada día roban mas,los bancos nos quitan las casas..#España"
519252928562216961,-8.724985,43.169229,2014-10-06 22:28:40,562130692,E,Ebolas noites
519252945461067776,-87.543656,33.211274,2014-10-06 22:28:44,377198033,E,“@cnnbrk: President Obama calls Ebola a “top national security priority.” http://t.co/vsWkped9sq” so don't let in infected area citizens idk
519252956596559872,-97.401795,30.250237,2014-10-06 22:28:46,2432276982,E,U got Ebola?
519252969066610688,2.171546,41.400608,2014-10-06 22:28:49,1040798978,E,@sanidadgob no pierdan tiempo justificando los protocolos usados contra el Ebola: han fallado. Busquen soluciones. Protejan a la población
519252976222076929,-43.260478,-22.863431,2014-10-06 22:28:51,248373029,B,@ollgemer sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519252994165329920,-76.186008,42.593865,2014-10-06 22:28:55,2427976689,E,“@NotSheriffWoody: When you're the only one of your mates without Ebola but you still turn up at the club http://t.co/GBd7nNfBfJ” @tashaaski
519253018773303296,-122.533369,47.231571,2014-10-06 22:29:01,490169362,E,“@FactsOfSchool: Am I ready for school tomorrow? http://t.co/tUVND059BR” his tatoo look like the Ebola cell http://t.co/Emmjuj4IZl
519253021956792320,2.471823,49.025535,2014-10-06 22:29:02,1660981279,E,Ebola est rien comparé au RER D
519253024422637568,149.068423,-35.387443,2014-10-06 22:29:02,744526795,E,@EbolaTookMyMum @jessadlam_ ok g2g
519253066806480897,-57.516079,-37.849843,2014-10-06 22:29:13,1688682998,B,"@BieberMadness01 JAJAJAJJAAJA esta genial la foto ah, la cagué con lo de 'alarmas' :_ ah"
519253100901957632,-76.340376,39.529878,2014-10-06 22:29:21,472463088,E,“@darren_nardo: Until there's a cute for Ebola ... I refuse to get any vageeeeeeena”#ShitNobodySays
519253118560006144,-80.319413,26.130668,2014-10-06 22:29:25,1518373404,E,“@SouthsideVic: Ebola got CNN in my DMs 😐😐😐 http://t.co/5VBFlrZLNd”😂😂😂😂😂
519253140781428736,-79.283746,43.016441,2014-10-06 22:29:30,1658924034,E,jokes about Ebola aren't gonna be so funny when someone in Canada gets infected
519253154815569920,-43.26048,-22.863427,2014-10-06 22:29:34,248373029,B,@Arianabbiebez sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519253160217837569,-3.706435,40.382734,2014-10-06 22:29:35,1089401646,E,"El primer caso de ebola en toda Europa es en España, gobierno que no quería tratar afectados con su insolidaridad, pues toma #EbolaEnEspana"
519253166505091072,-59.624765,13.136221,2014-10-06 22:29:36,867102842,E,Right now there is mass histeria concerning Ebola facts....sigh...and yh medical people dont kno 4sure either
519253172737822721,-0.050438,51.434718,2014-10-06 22:29:38,1120511641,E,“@cooliebabe_: “@BasedAcid_: Apparently Ebola is coming to the UK on the 28th :l” 28th? Is this a mixtape 😭”😂😂😂😂
519253187505946626,-82.40067,28.051596,2014-10-06 22:29:41,403004515,E,"I see there still #Goosip bout me in #MontgomeryCounty if u got a question or wana kn something inbo ask me, hope ya tongue get #Ebola homie"
519253234729623552,-75.789324,40.052151,2014-10-06 22:29:53,343556174,E,These Ebola patients better be quarantined along with anyone in a 20 mile radius. 😷
519253272440614912,-75.010062,39.700997,2014-10-06 22:30:02,1301292008,E,Ebola patient is coming for us 😂😂😂
519253274231578624,-43.091085,-22.922813,2014-10-06 22:30:02,387360721,B,"Miley cantando FU ao vivo, melhor coisa #EMABiggestFansJustinBieber"
519253284344037376,-3.906855,40.358194,2014-10-06 22:30:04,761504791,E,#AnaMatoDimision #Ebola #Alcorcon ahí lo dejo...pura realidad... http://t.co/US5RGU23Jg
519253289733722113,-73.135226,41.178903,2014-10-06 22:30:06,90549332,E,"""@baefully: when you find out your ex got Ebola http://t.co/aHPFDJTQNo"""
519253310705258498,-0.610202,38.818444,2014-10-06 22:30:11,246369119,E,Chapuza:Sanitarios y sindicatos denuncian fallos en protocolo para evitar el contagio d #Ebola http://t.co/bwIEDY5rw7 http://t.co/ESKkYz12hS
519253315801350145,-46.660521,-23.473475,2014-10-06 22:30:12,302170440,B,@iludrew @drewnude que gay gaybriel #EMABiggestFansJustinBieber
519253318829637633,-79.283529,43.01623,2014-10-06 22:30:13,1658924034,E,Ebola takes like 14 days to kill you like I don't get how people joke about it
519253327465689088,-76.200533,36.704106,2014-10-06 22:30:15,365229234,E,"These Ebola conspiracies are getting really good lol, people really think Instagram is out here banning users for mentioning cures"
519253341835382786,-74.450459,40.521941,2014-10-06 22:30:18,473296191,E,"To the ginger that made me move and almost fall, I hope you get Ebola son ,"
519253382411071489,-43.260455,-22.863321,2014-10-06 22:30:28,248373029,B,@drewakanegao sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519253399951667201,-75.010372,39.700811,2014-10-06 22:30:32,1301292008,E,Ebola patient are coming for us😂😂😂
519253409111998466,-5.969943,37.356229,2014-10-06 22:30:34,759643326,E,Ebola mecanics
519253441563357185,-43.260465,-22.863302,2014-10-06 22:30:42,248373029,B,@lovaticou sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519253456729567232,-97.040336,36.11876,2014-10-06 22:30:46,349142385,E,“@JaredSorbet: I'd rather have Ebola in Texas than gay marriage 🇺🇸” this is disgustingly sad
519253459754057730,2.171546,41.400547,2014-10-06 22:30:46,1040798978,E,@sanidadgob no pierdan tiempo justificando los protocolos usados contra el Ebola: han fallado. Busquen soluciones. Protejan a la población.
519253485171523584,-88.173741,41.578499,2014-10-06 22:30:52,1084851834,E,Ebola 💘
519253493476257792,-80.863849,35.347211,2014-10-06 22:30:54,264680497,E,"""@clarkent_swag: Yall really find this Ebola shit funny huh"" smh"
519253496139616258,4.260762,39.889515,2014-10-06 22:30:55,625524261,E,"Ebolando voy, ebolando vengo... por el camiiiino voy y te infecto! #AnaMatoDimision #nigràcia #Menorcaexisteix"
519253503785840640,-8.764888,42.596022,2014-10-06 22:30:57,277490515,E,¿Quién es Ebola y porque es tan famoso?
519253504276561920,-95.29039,32.319565,2014-10-06 22:30:57,1710848623,E,@PeterWalker0123 @TheFunnyFml cats. And America..... Aaaand Ebola #Ebola2014 🐈🇺🇸✌️
519253504305938432,-43.260465,-22.863302,2014-10-06 22:30:57,248373029,B,@debstefanelli sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519253504557596672,-90.451404,38.504222,2014-10-06 22:30:57,27141254,E,"Ebola is in GA now. Sorry ber, no trip there"
519253564720693248,-75.150109,39.983709,2014-10-06 22:31:11,1316898360,E,“@EbolaFashion: when there's an ebola breakout but you still lookin fine as hell http://t.co/JLzXYatylI” @TheLadyJordan
519253567472152577,-58.781277,-34.612704,2014-10-06 22:31:12,2743246025,B,#EMABiggestFansJustinBieber http://t.co/Y4ZqDYuUfU
519253574791233537,-3.682927,40.42328,2014-10-06 22:31:14,569555284,E,Llegó el Ebola a Madrid. K. Y ahora?
519253577169375232,-0.259989,52.535597,2014-10-06 22:31:14,106818179,E,"My immune system is the shit, I'd definitely survive Ebola"
519253589299331072,-9.24021,38.790466,2014-10-06 22:31:17,236083363,B,@JeremyBieber @justinbieber come visit Portugal
519253589483872256,-41.67669,-21.136182,2014-10-06 22:31:17,2696920941,B,#AmorEuSintoQuando vejo o Justin Bieber
519253641031852032,-78.176892,39.137881,2014-10-06 22:31:29,420823148,E,"""@EB0L4: When someone with Ebola comes near you😭😭 http://t.co/J0bxsyEwoy"""
519253648204103680,3.324234,7.134688,2014-10-06 22:31:31,465547898,E,Ebola hits spain thanks God
519253650992951296,-111.637057,40.238838,2014-10-06 22:31:32,430251762,E,You have a better chance at getting Ebola than finding modest clothing
519253656609513472,9.753894,45.59117,2014-10-06 22:31:33,474406878,B,"3 giorni fa özillo era in toscana e ora Justin Bieber è in toscana
Voleva trovare anche lui l'autografo di özi 😏"
519253664243146752,-79.889616,36.058819,2014-10-06 22:31:35,101360601,E,"⊂_ヽ
　 ＼＼ Λ＿Λ
　　 ＼(　ˇωˇ)
　　  /　⌒
　　/  へ＼
　 / 　/　＼＼
   (　ノ　　 ヽ_つ
　 /　/               Ebola
　(　(ヽ
　|　|、 \
　| 丿 ＼
　| |　　) / 
ノ )　　Lﾉ"
519253709570990081,-70.415148,41.710753,2014-10-06 22:31:46,1606407590,E,Today I made the mistake of dining at the Hyannis Mcdonalds after school. I've contracted Ebola but hey http://t.co/uwYwunreZB
519253711877849088,-4.341429,55.858178,2014-10-06 22:31:46,479856609,E,See tbh joking aboot Ebola is like joking about any potentially fatal illness.
519253733029732353,-2.269257,52.343039,2014-10-06 22:31:51,379951165,E,@CharlieTheHawk @__emmapoole Charlotte why is your name Ebola❤️
519253735714082816,-1.308581,50.885318,2014-10-06 22:31:52,161360857,E,thought Ebola was an STI 😳
519253749421076481,-43.260487,-22.863341,2014-10-06 22:31:55,248373029,B,@heybizzlle sdv amr? #EMABiggestFansJustinBieber #MPN #Beliebers
519253752063492096,-0.940361,52.245557,2014-10-06 22:31:56,418871699,E,"It's all gone quiet , all gone quiet , all gone quiet over there...... #EbolaFootballChants"
519253836733485057,-99.190446,20.253111,2014-10-06 22:32:16,824250098,B,One year's Heartbreaker. Again to you. #JustinBieber #JB #Heartbreaker #S #X #J #A @ Heartbreaker http://t.co/h6zO9vfATU
519253841293082624,-95.991425,41.224627,2014-10-06 22:32:17,326518520,E,Ebola hit Europe.???
519253847047282689,-118.361861,33.892101,2014-10-06 22:32:19,181455070,E,All this Ebola talk made me want In N Out. Perks of being sick.
519253851707568128,-8.800994,51.970722,2014-10-06 22:32:20,543839136,E,@alexbuczynska @DoltYourseIf if I die from Ebola it's your fault as I tried to warn ye
519253891654094849,-120.202576,36.34701,2014-10-06 22:32:29,579197830,E,How To Cure Ebola: http://t.co/smZsdujWK5
519253926483591168,-79.885044,40.384997,2014-10-06 22:32:38,528957402,E,Why do we keep letting people with Ebola come back?!?
519253927486029824,-1.525248,53.378392,2014-10-06 22:32:38,636495207,E,Ebola dnt u mean ebout to fuk up up m9
519253956116348928,-4.112225,40.156118,2014-10-06 22:32:45,492511315,E,"La mayor parte de la economia española se basa en el turismo, ahora que va a pasar? #EbolaEnEspana"
519253961019510784,-43.408645,-22.96284,2014-10-06 22:32:46,1175204520,B,Someday by Justin Bieber
519253987040980993,-83.599416,30.098696,2014-10-06 22:32:52,201947397,E,"Hoe you leave the club every night with a different guy, but worried about Ebola 😂😂"
519254013242777600,-0.548403,50.817662,2014-10-06 22:32:58,2393760563,E,@OpTic_NaDeSHoT do you think it's real? Nade Ebola? Scary!!
519254018724741120,-58.467424,-34.681555,2014-10-06 22:32:59,301687040,B,"#NombresLindos Justin Drew Bieber ♥"""
519254042170904577,-43.344615,-22.903834,2014-10-06 22:33:05,315269774,B,"@justinlixodrew @ninadobrevfabul olha me iludindo, bjs ele me ama  #EMABiggestFansJustinBieber"
519254055991140355,2.475379,48.600022,2014-10-06 22:33:08,1355348407,E,Hm continuer vos blagues sur le virus Ebola si vous croyez c'est des Lol c'est pas un doliprane qui va soigner sa hein !
